finding_id,investigation_id,severity,category,description,confidence_score,status,created_at,validated_at
FND-003997,INV-00127,MEDIUM,FRAUD_PATTERN,Transaction routed through 6 intermediate accounts before reaching final beneficiary. Unusual for PAYMENT transaction type.,0.472,RESOLVED,2022-04-15,2022-04-24
FND-003998,INV-00054,HIGH,FRAUD_PATTERN,"Round-number transaction of $127,925 processed at 03:40 — outside standard business hours. Flagged by anomaly detection.",0.65,FALSE_POSITIVE,2022-08-04,2022-08-10
FND-003999,INV-00246,MEDIUM,MISSING_RECEIPT,"Employee EMP-91140 submitted 5 claims totalling $13,709 without receipts in the review period.",0.686,VALIDATED,2021-12-24,2021-12-28
FND-004000,INV-00186,MEDIUM,MISSING_RECEIPT,Expense claim EXP-158344 submitted for Training without an attached supporting receipt.,0.724,VALIDATED,2023-03-27,2023-04-17
FND-004001,INV-00285,MEDIUM,POLICY_BREACH,"Claim EXP-120707 violates Policy POL-0015 section 4.2: Training expenditure capped at $5,000 per event.",0.477,RESOLVED,2022-03-05,2022-03-31
FND-004002,INV-00038,LOW,FRAUD_PATTERN,"Split payment pattern detected: 5 transactions to same beneficiary totalling $15,381 — each below approval threshold of $5,000.",0.249,VALIDATED,2024-05-15,2024-05-26
FND-004003,INV-00318,MEDIUM,FRAUD_PATTERN,Transaction routed through 3 intermediate accounts before reaching final beneficiary. Unusual for PAYMENT transaction type.,0.618,VALIDATED,2023-07-27,2023-07-28
FND-004004,INV-00002,MEDIUM,POLICY_BREACH,"Claim EXP-157498 violates Policy POL-0010 section 4.2: Travel expenditure capped at $500,000 per event.",0.434,VALIDATED,2023-09-11,2023-10-11
FND-004005,INV-00099,CRITICAL,EXPIRED_COMPLIANCE,Compliance record CMP-103759 for vendor Beta_Supplies Ltd was in EXPIRED status at time of payment processing.,0.756,VALIDATED,2024-04-18,2024-04-20
FND-004006,INV-00100,LOW,APPROVAL_LIMIT,"Approval granted by EMP-54077 who was not authorised to approve amounts above $5,000. Transaction value: $72,336.",0.32,OPEN,2022-09-12,
FND-004007,INV-00298,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0006 requires receipts for all claims above $75.,0.624,VALIDATED,2023-12-07,2023-12-30
FND-004008,INV-00478,LOW,MISSING_RECEIPT,"Reimbursement of $472,398 for Training was approved despite no receipt documentation in the system.",0.349,VALIDATED,2021-09-15,
FND-004009,INV-00474,HIGH,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 53% below the required threshold.,0.735,VALIDATED,2022-06-28,2022-07-25
FND-004010,INV-00324,LOW,FRAUD_PATTERN,"Round-number transaction of $259,305 processed at 05:57 — outside standard business hours. Flagged by anomaly detection.",0.627,OPEN,2023-06-01,
FND-004011,INV-00412,MEDIUM,FRAUD_PATTERN,"Round-number transaction of $406,689 processed at 03:46 — outside standard business hours. Flagged by anomaly detection.",0.573,OPEN,2021-07-05,2021-07-26
FND-004012,INV-00480,HIGH,APPROVAL_LIMIT,"Approval granted by EMP-58428 who was not authorised to approve amounts above $5,000. Transaction value: $303,246.",0.601,OPEN,2023-10-18,
FND-004013,INV-00475,LOW,VENDOR_RISK,Payment issued to VND-VND-04419 rated LOW risk. Active contract CON-107395 in place. Enhanced due diligence not documented.,0.232,ESCALATED,2021-10-28,2021-11-05
FND-004014,INV-00463,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0005 requires receipts for all claims above $75.,0.422,VALIDATED,2024-03-30,
FND-004015,INV-00407,HIGH,VENDOR_RISK,"BLACKLISTED vendor VND-VND-01049 received payment of $336,555 via contract CON-101562 that was not updated following blacklisting.",0.864,OPEN,2021-06-19,2021-07-16
FND-004016,INV-00120,LOW,VENDOR_RISK,"High-risk vendor GlobalNex Corp Holdings has no compliance record on file. Payment of $279,580 released without compliance clearance.",0.43,OPEN,2023-12-04,
FND-004017,INV-00376,MEDIUM,VENDOR_RISK,"Vendor ClearPath Logistics Ltd holds CRITICAL risk rating. 7 payments totalling $11,161 processed in the audit period.",0.464,VALIDATED,2023-08-24,
FND-004018,INV-00236,LOW,EXPIRED_COMPLIANCE,"Payment of $118,286 released to VertiLink Distributors Inc whose GDPR compliance expired 265 days before payment date.",0.336,OPEN,2023-04-07,
FND-004019,INV-00102,MEDIUM,VENDOR_RISK,"High-risk vendor HarborLight Services has no compliance record on file. Payment of $339,299 released without compliance clearance.",0.472,VALIDATED,2024-06-03,2024-06-08
FND-004020,INV-00432,MEDIUM,MISSING_RECEIPT,"Reimbursement of $24,557 for Equipment was approved despite no receipt documentation in the system.",0.615,VALIDATED,2023-07-19,2023-07-29
FND-004021,INV-00418,HIGH,FRAUD_PATTERN,Employee EMP-85877 submitted 6 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.847,OPEN,2024-04-09,
FND-004022,INV-00427,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-04116 rated LOW risk. Active contract CON-109535 in place. Enhanced due diligence not documented.,0.591,RESOLVED,2024-08-30,2024-09-07
FND-004023,INV-00065,LOW,APPROVAL_LIMIT,"Payment of $172,272 approved at Level 3, which has a limit of $5,000. Transaction exceeded limit by $16,895.",0.598,VALIDATED,2023-07-29,2023-08-16
FND-004024,INV-00401,LOW,APPROVAL_LIMIT,"Approval granted by EMP-18810 who was not authorised to approve amounts above $25,000. Transaction value: $457,730.",0.625,ESCALATED,2024-12-28,2025-01-08
FND-004025,INV-00374,MEDIUM,EXPIRED_COMPLIANCE,"Vendor VND-VND-00764 received payment of $213,917 on 2023-05-21. Compliance certificate expired on 2021-09-10 — 170 days prior.",0.437,OPEN,2022-12-26,2023-01-06
FND-004026,INV-00368,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-01258 rated LOW risk. Active contract CON-104980 in place. Enhanced due diligence not documented.,0.43,RESOLVED,2022-07-16,2022-07-31
FND-004027,INV-00096,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 374 days.,0.486,ESCALATED,2024-01-03,2024-01-08
FND-004028,INV-00175,LOW,FRAUD_PATTERN,Employee EMP-74907 submitted 4 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.41,OPEN,2022-01-05,2022-01-09
FND-004029,INV-00267,HIGH,VENDOR_RISK,"Vendor WaveCore Manufacturing Holdings holds CRITICAL risk rating. 6 payments totalling $10,312 processed in the audit period.",0.645,VALIDATED,2022-02-01,2022-02-26
FND-004030,INV-00224,CRITICAL,POLICY_BREACH,"Claim EXP-113081 violates Policy POL-0004 section 4.2: Travel expenditure capped at $25,000 per event.",0.84,RESOLVED,2023-02-22,2023-03-19
FND-004031,INV-00133,MEDIUM,VENDOR_RISK,"Vendor VoltEdge Solutions Holdings holds CRITICAL risk rating. 2 payments totalling $19,931 processed in the audit period.",0.472,FALSE_POSITIVE,2024-06-02,2024-06-07
FND-004032,INV-00036,MEDIUM,MISSING_RECEIPT,Expense claim EXP-156327 submitted for Equipment without an attached supporting receipt.,0.677,VALIDATED,2024-06-22,2024-07-21
FND-004033,INV-00291,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 16% below the required threshold.,0.554,RESOLVED,2021-08-01,2021-08-14
FND-004034,INV-00033,MEDIUM,VENDOR_RISK,"High-risk vendor Alpha_Inc has no compliance record on file. Payment of $417,163 released without compliance clearance.",0.593,RESOLVED,2024-05-31,2024-06-16
FND-004035,INV-00265,LOW,APPROVAL_LIMIT,"Payment of $356,351 approved at Level 1, which has a limit of $25,000. Transaction exceeded limit by $26,345.",0.421,VALIDATED,2022-06-29,
FND-004036,INV-00353,MEDIUM,APPROVAL_LIMIT,"Payment of $499,257 approved at Level 1, which has a limit of $100,000. Transaction exceeded limit by $12,009.",0.443,ESCALATED,2021-12-22,2022-01-13
FND-004037,INV-00180,MEDIUM,POLICY_BREACH,Employee submitted Entertainment claim 41% above the authorised policy limit without prior exception approval.,0.619,VALIDATED,2024-02-11,2024-02-28
FND-004038,INV-00499,CRITICAL,FRAUD_PATTERN,Employee EMP-33136 submitted 3 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.835,VALIDATED,2023-08-13,
FND-004039,INV-00012,MEDIUM,VENDOR_RISK,"High-risk vendor VertiLink Distributors Group has no compliance record on file. Payment of $186,321 released without compliance clearance.",0.517,ESCALATED,2021-10-19,2021-10-27
FND-004040,INV-00359,MEDIUM,POLICY_BREACH,"Entertainment expense of $70,214 submitted by EMP-15425 exceeds monthly policy allowance of $500,000.",0.453,VALIDATED,2022-10-29,2022-11-15
FND-004041,INV-00201,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $59,303 released to SkyBridge Logistics Inc whose GDPR compliance expired 428 days before payment date.",0.482,RESOLVED,2022-05-20,
FND-004042,INV-00386,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-01585 rated MEDIUM risk. Active contract CON-109793 in place. Enhanced due diligence not documented.,0.53,VALIDATED,2021-06-30,2021-07-06
FND-004043,INV-00389,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-01526 received payment of $134,501 via contract CON-104726 that was not updated following blacklisting.",0.648,OPEN,2023-03-25,2023-04-07
FND-004044,INV-00238,HIGH,VENDOR_RISK,"BLACKLISTED vendor VND-VND-02303 received payment of $316,015 via contract CON-106068 that was not updated following blacklisting.",0.758,ESCALATED,2023-04-29,2023-05-28
FND-004045,INV-00093,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 49% below the required threshold.,0.442,RESOLVED,2021-10-17,
FND-004046,INV-00194,LOW,APPROVAL_LIMIT,"Payment of $301,356 approved at Level 2, which has a limit of $25,000. Transaction exceeded limit by $25,337.",0.64,RESOLVED,2024-05-27,
FND-004047,INV-00434,HIGH,APPROVAL_LIMIT,"Payment of $61,046 approved at Level 1, which has a limit of $5,000. Transaction exceeded limit by $2,315.",0.785,OPEN,2022-02-19,2022-02-28
FND-004048,INV-00043,MEDIUM,FRAUD_PATTERN,Transaction routed through 7 intermediate accounts before reaching final beneficiary. Unusual for TRANSFER transaction type.,0.685,RESOLVED,2023-01-28,2023-02-04
FND-004049,INV-00150,LOW,FRAUD_PATTERN,Employee EMP-16942 submitted 7 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.43,VALIDATED,2023-07-28,
FND-004050,INV-00165,LOW,APPROVAL_LIMIT,"Approval granted by EMP-53229 who was not authorised to approve amounts above $5,000. Transaction value: $415,931.",0.434,OPEN,2022-08-30,2022-09-18
FND-004051,INV-00115,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $116,435 released to DawnTech Services International whose SOC 2 compliance expired 174 days before payment date.",0.541,ESCALATED,2021-08-02,2021-08-15
FND-004052,INV-00316,CRITICAL,APPROVAL_LIMIT,"Approval granted by EMP-84285 who was not authorised to approve amounts above $500,000. Transaction value: $47,116.",0.946,RESOLVED,2023-09-15,
FND-004053,INV-00209,MEDIUM,POLICY_BREACH,"Entertainment expense of $86,802 submitted by EMP-70059 exceeds monthly policy allowance of $100,000.",0.502,VALIDATED,2022-08-27,2022-08-30
FND-004054,INV-00155,CRITICAL,MISSING_RECEIPT,Expense claim EXP-197410 submitted for Office Supplies without an attached supporting receipt.,0.949,OPEN,2024-12-27,
FND-004055,INV-00140,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $364,762 released to IronPoint Manufacturing Holdings whose ISO 27001 compliance expired 206 days before payment date.",0.674,VALIDATED,2021-07-03,2021-07-06
FND-004056,INV-00049,HIGH,FRAUD_PATTERN,Employee EMP-87437 submitted 3 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.603,OPEN,2023-10-23,
FND-004057,INV-00365,MEDIUM,FRAUD_PATTERN,"Round-number transaction of $36,251 processed at 02:38 — outside standard business hours. Flagged by anomaly detection.",0.736,RESOLVED,2022-12-28,2023-01-26
FND-004058,INV-00174,MEDIUM,VENDOR_RISK,"Vendor EcoVenture Supplies International holds CRITICAL risk rating. 4 payments totalling $2,516 processed in the audit period.",0.642,RESOLVED,2023-11-07,2023-12-06
FND-004059,INV-00090,HIGH,VENDOR_RISK,"BLACKLISTED vendor VND-VND-03891 received payment of $323,696 via contract CON-104741 that was not updated following blacklisting.",0.722,ESCALATED,2024-04-08,
FND-004060,INV-00162,CRITICAL,EXPIRED_COMPLIANCE,Compliance record CMP-101739 for vendor IronPoint Manufacturing Ltd was in EXPIRED status at time of payment processing.,0.765,RESOLVED,2023-04-03,2023-04-30
FND-004061,INV-00457,LOW,VENDOR_RISK,"Vendor CoreVault Systems International holds CRITICAL risk rating. 3 payments totalling $8,761 processed in the audit period.",0.357,RESOLVED,2021-10-31,2021-11-04
FND-004062,INV-00491,HIGH,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $196,491 was approved at L3 without L4 countersignature.",0.633,OPEN,2022-08-15,2022-08-18
FND-004063,INV-00173,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $428,655 was approved at L2 without L4 countersignature.",0.714,VALIDATED,2024-04-07,2024-04-18
FND-004064,INV-00486,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0003 requires receipts for all claims above $200.,0.743,VALIDATED,2021-09-20,2021-09-22
FND-004065,INV-00240,MEDIUM,FRAUD_PATTERN,Transaction routed through 4 intermediate accounts before reaching final beneficiary. Unusual for TRANSFER transaction type.,0.431,VALIDATED,2022-08-04,
FND-004066,INV-00054,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $226,666 was approved at L2 without L4 countersignature.",0.461,VALIDATED,2022-10-29,2022-11-21
FND-004067,INV-00442,MEDIUM,FRAUD_PATTERN,Transaction routed through 6 intermediate accounts before reaching final beneficiary. Unusual for TRANSFER transaction type.,0.676,ESCALATED,2021-11-13,
FND-004068,INV-00454,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-04290 received payment of $275,692 via contract CON-104480 that was not updated following blacklisting.",0.428,RESOLVED,2022-03-23,2022-04-08
FND-004069,INV-00257,MEDIUM,MISSING_RECEIPT,"Reimbursement of $385,898 for Office Supplies was approved despite no receipt documentation in the system.",0.455,VALIDATED,2024-05-04,2024-05-05
FND-004070,INV-00008,LOW,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0010 requires receipts for all claims above $100.,0.526,VALIDATED,2023-11-22,2023-12-05
FND-004071,INV-00460,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $303,660 released to VoltEdge Solutions Group whose PCI-DSS compliance expired 272 days before payment date.",0.451,ESCALATED,2022-04-25,2022-05-03
FND-004072,INV-00063,MEDIUM,EXPIRED_COMPLIANCE,"Vendor VND-VND-04713 received payment of $353,111 on 2022-06-25. Compliance certificate expired on 2021-10-31 — 376 days prior.",0.664,RESOLVED,2024-01-25,2024-02-16
FND-004073,INV-00003,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $130,861 released to OpenBridge Systems Group whose PCI-DSS compliance expired 84 days before payment date.",0.598,RESOLVED,2021-12-26,2022-01-09
FND-004074,INV-00199,LOW,POLICY_BREACH,"Expense claim of $61,966 for Accommodation exceeds the policy maximum of $25,000. Overage: $169.",0.323,ESCALATED,2023-11-30,
FND-004075,INV-00012,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 156 days.,0.678,VALIDATED,2023-06-02,2023-06-12
FND-004076,INV-00179,HIGH,MISSING_RECEIPT,Expense claim EXP-106601 submitted for Entertainment without an attached supporting receipt.,0.675,VALIDATED,2022-09-15,2022-10-13
FND-004077,INV-00369,HIGH,FRAUD_PATTERN,"Round-number transaction of $435,069 processed at 00:04 — outside standard business hours. Flagged by anomaly detection.",0.894,VALIDATED,2023-03-28,
FND-004078,INV-00338,MEDIUM,MISSING_RECEIPT,Expense claim EXP-164434 submitted for Software without an attached supporting receipt.,0.59,RESOLVED,2024-09-21,2024-10-09
FND-004079,INV-00092,HIGH,MISSING_RECEIPT,Expense claim EXP-144616 submitted for Training without an attached supporting receipt.,0.738,RESOLVED,2021-11-13,
FND-004080,INV-00464,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-38344 who was not authorised to approve amounts above $5,000. Transaction value: $54,884.",0.487,VALIDATED,2024-10-10,2024-10-20
FND-004081,INV-00145,HIGH,APPROVAL_LIMIT,"Approval granted by EMP-53697 who was not authorised to approve amounts above $5,000. Transaction value: $218,590.",0.702,RESOLVED,2022-07-15,2022-08-13
FND-004082,INV-00240,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-01367 received payment of $192,300 via contract CON-107110 that was not updated following blacklisting.",0.681,OPEN,2023-03-10,2023-03-13
FND-004083,INV-00041,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 74% below the required threshold.,0.549,VALIDATED,2024-08-27,2024-09-03
FND-004084,INV-00400,MEDIUM,FRAUD_PATTERN,"Split payment pattern detected: 3 transactions to same beneficiary totalling $8,485 — each below approval threshold of $25,000.",0.655,VALIDATED,2022-11-28,2022-12-27
FND-004085,INV-00136,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 27 days.,0.555,ESCALATED,2024-06-10,
FND-004086,INV-00308,MEDIUM,EXPIRED_COMPLIANCE,Compliance record CMP-101182 for vendor JetStream Analytics Group was in EXPIRED status at time of payment processing.,0.598,VALIDATED,2023-11-04,2023-11-28
FND-004087,INV-00236,MEDIUM,POLICY_BREACH,"Claim EXP-176686 violates Policy POL-0008 section 4.2: Consulting expenditure capped at $25,000 per event.",0.452,ESCALATED,2023-01-25,2023-01-26
