compliance_id,vendor_id,framework,status,assessment_date,expiry_date,assessed_by,findings_summary,document_ref
CMP-013711,VND-01919,NIST CSF,COMPLIANT,2020-04-16,2022-04-09,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-FZ5886
CMP-013712,VND-03035,SOX,COMPLIANT,2024-05-27,2025-09-30,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-PG5653
CMP-013713,VND-04397,ISO 9001,PENDING,2022-02-10,2023-01-02,Simon Roup,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-VF2341
CMP-013714,VND-00122,GDPR,COMPLIANT,2021-10-09,2023-09-30,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-QR7501
CMP-013715,VND-04537,ISO 9001,EXPIRED,2021-12-19,2022-11-06,Jennifer Zamora,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-SK4169
CMP-013716,VND-04673,ISO 27001,COMPLIANT,2021-10-12,2023-07-25,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-SF3077
CMP-013717,VND-00118,PCI-DSS,COMPLIANT,2023-09-09,2024-11-09,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-KC2321
CMP-013718,VND-02565,NIST CSF,EXPIRED,2021-02-06,2022-09-17,Grant Thornton,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-RS5092
CMP-013719,VND-00311,HIPAA,COMPLIANT,2019-07-27,2020-10-29,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-LJ8737
CMP-013720,VND-00635,GDPR,COMPLIANT,2024-05-18,2025-04-01,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-UX7701
CMP-013721,VND-04683,NIST CSF,EXPIRED,2019-04-09,2022-12-19,Internal Audit - Compliance,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-MW9005
CMP-013722,VND-00510,CIS Controls,PENDING,2019-07-21,2020-09-25,Kelley Spirea,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-CV7613
CMP-013723,VND-01142,PCI-DSS,COMPLIANT,2021-07-08,2022-02-15,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-FQ8167
CMP-013724,VND-00178,GDPR,COMPLIANT,2019-10-18,2021-06-28,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-NY2080
CMP-013725,VND-03321,SOC 2 Type II,COMPLIANT,2021-05-05,2021-12-24,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-GY4927
CMP-013726,VND-03869,PCI-DSS,COMPLIANT,2020-01-12,2021-03-26,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-KH7296
CMP-013727,VND-03820,GDPR,COMPLIANT,2022-05-24,2023-08-12,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-UO3609
CMP-013728,VND-01024,SOC 2 Type II,COMPLIANT,2019-07-27,2020-05-26,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-ML3934
CMP-013729,VND-01361,SOC 2 Type II,COMPLIANT,2021-11-27,2023-03-18,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-MS3067
CMP-013730,VND-03728,SOC 2 Type II,PENDING,2022-03-10,2022-12-14,Brandon R. LeBlanc,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-EY6733
CMP-013731,VND-02459,GDPR,COMPLIANT,2022-02-04,2023-03-08,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-WI7198
CMP-013732,VND-01012,SOC 2 Type II,EXPIRED,2021-01-13,2023-11-17,Amy Dunn,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-OP4661
CMP-013733,VND-04688,SOC 2 Type II,COMPLIANT,2023-07-26,2024-03-29,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-HM9262
CMP-013734,VND-01348,GDPR,COMPLIANT,2019-10-21,2020-10-16,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-IU1837
CMP-013735,VND-02584,HIPAA,COMPLIANT,2019-01-16,2020-01-15,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-RN9526
CMP-013736,VND-04375,SOC 2 Type II,COMPLIANT,2021-08-03,2022-02-02,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-VL2545
CMP-013737,VND-03420,PCI-DSS,COMPLIANT,2020-03-30,2021-01-25,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-YE5241
CMP-013738,VND-03574,NIST CSF,COMPLIANT,2023-09-07,2024-11-25,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-FL6638
CMP-013739,VND-04266,PCI-DSS,COMPLIANT,2023-07-31,2025-04-19,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-ES3951
CMP-013740,VND-01564,SOC 2 Type II,COMPLIANT,2023-11-17,2024-12-01,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-RH4518
CMP-013741,VND-00860,ISO 27001,EXPIRED,2021-06-18,2021-01-20,EY Compliance,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-DP1326
CMP-013742,VND-01488,ISO 27001,PENDING,2020-11-27,2021-08-22,Michael Albert,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-HA3344
CMP-013743,VND-03443,SOC 2 Type II,COMPLIANT,2022-09-12,2023-06-08,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-OL8378
CMP-013744,VND-04148,SOX,COMPLIANT,2022-01-02,2022-12-01,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-MX2654
CMP-013745,VND-02824,SOC 2 Type II,COMPLIANT,2022-12-14,2024-08-03,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-HR2797
CMP-013746,VND-03634,ISO 9001,PENDING,2022-08-15,2024-06-25,BDO Risk Services,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-EO3203
CMP-013747,VND-00344,ISO 9001,COMPLIANT,2019-09-16,2021-03-17,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-NC3103
CMP-013748,VND-00808,SOX,COMPLIANT,2021-12-04,2023-06-23,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-LE3361
CMP-013749,VND-01352,ISO 27001,COMPLIANT,2022-04-14,2023-01-31,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-BM3431
CMP-013750,VND-02214,ISO 27001,COMPLIANT,2024-01-05,2025-10-21,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-LI1733
CMP-013751,VND-01163,SOC 2 Type II,COMPLIANT,2024-01-08,2024-07-09,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-UD8325
CMP-013752,VND-03999,HIPAA,COMPLIANT,2024-02-06,2025-07-31,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-JI1185
CMP-013753,VND-03756,SOC 2 Type II,COMPLIANT,2022-03-02,2023-03-24,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-GI7763
CMP-013754,VND-01129,SOC 2 Type II,COMPLIANT,2019-12-31,2021-08-19,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-XD5307
CMP-013755,VND-03269,SOC 2 Type II,EXPIRED,2020-05-15,2022-10-30,Michael Albert,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-KA6013
CMP-013756,VND-04358,HIPAA,COMPLIANT,2019-02-15,2021-02-12,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-FO8431
CMP-013757,VND-01560,PCI-DSS,EXPIRED,2022-03-08,2021-07-12,BDO Risk Services,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-YC4906
CMP-013758,VND-02803,SOX,COMPLIANT,2023-04-13,2024-12-17,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-PL4679
CMP-013759,VND-01258,ISO 27001,COMPLIANT,2020-07-17,2021-09-05,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-XP3670
CMP-013760,VND-01574,GDPR,PENDING,2021-07-10,2022-01-17,Simon Roup,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-HP6105
CMP-013761,VND-01932,SOC 2 Type II,COMPLIANT,2019-04-03,2020-07-23,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-ND5134
CMP-013762,VND-02679,ISO 27001,COMPLIANT,2020-07-17,2021-11-19,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-WV7282
CMP-013763,VND-04334,GDPR,EXPIRED,2020-08-31,2023-01-19,Grant Thornton,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-CU1469
CMP-013764,VND-03783,ISO 27001,NON_COMPLIANT,2022-09-12,2022-03-18,Debra Houlihan,Insufficient audit trail documentation for transaction processing.,COMP-DOC-MU6153
CMP-013765,VND-01792,SOC 2 Type II,COMPLIANT,2024-02-12,2024-10-25,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-MO9961
CMP-013766,VND-02382,SOC 2 Type II,COMPLIANT,2023-08-18,2025-04-24,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-MN1725
CMP-013767,VND-01354,PCI-DSS,COMPLIANT,2021-08-16,2023-07-15,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-DJ9719
CMP-013768,VND-03117,ISO 9001,COMPLIANT,2023-10-22,2025-06-26,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-ZR2333
CMP-013769,VND-03845,SOX,NON_COMPLIANT,2021-03-13,2022-08-09,EY Compliance,Third-party sub-processor agreements not in place as required.,COMP-DOC-DB8460
CMP-013770,VND-02786,CIS Controls,COMPLIANT,2021-02-23,2022-07-07,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-IY0300
CMP-013771,VND-02871,SOX,COMPLIANT,2020-10-09,2021-12-17,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-LO3864
CMP-013772,VND-02393,NIST CSF,COMPLIANT,2021-10-28,2022-12-31,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-NJ9927
CMP-013773,VND-02139,NIST CSF,COMPLIANT,2021-07-22,2022-09-28,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-ST4289
CMP-013774,VND-03089,ISO 27001,COMPLIANT,2019-06-04,2021-01-13,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-XR8185
CMP-013775,VND-03337,ISO 27001,COMPLIANT,2022-12-05,2024-06-28,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-RI6091
CMP-013776,VND-02699,HIPAA,COMPLIANT,2023-03-28,2024-01-11,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-BZ9442
CMP-013777,VND-04332,GDPR,COMPLIANT,2020-02-18,2021-12-16,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-XI9256
CMP-013778,VND-02887,ISO 27001,COMPLIANT,2022-11-15,2024-01-09,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-AX9193
CMP-013779,VND-02978,ISO 9001,COMPLIANT,2023-09-16,2024-10-31,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-QT6751
CMP-013780,VND-04019,SOC 2 Type II,NON_COMPLIANT,2021-12-06,2023-08-10,Brian Champaigne,Insufficient audit trail documentation for transaction processing.,COMP-DOC-IT7267
CMP-013781,VND-01435,PCI-DSS,COMPLIANT,2023-12-21,2025-06-13,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-KJ9044
CMP-013782,VND-04385,ISO 27001,EXPIRED,2023-08-05,2023-04-09,Simon Roup,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-JJ0976
CMP-013783,VND-03005,ISO 9001,COMPLIANT,2019-07-12,2020-08-15,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-SB4819
CMP-013784,VND-00713,HIPAA,COMPLIANT,2020-06-24,2021-10-09,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-SG3317
CMP-013785,VND-04755,PCI-DSS,COMPLIANT,2020-02-07,2021-05-18,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-VZ8035
CMP-013786,VND-04607,ISO 27001,COMPLIANT,2021-03-30,2022-09-03,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-QZ1645
CMP-013787,VND-04300,PCI-DSS,COMPLIANT,2020-03-24,2021-11-11,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-RP5339
CMP-013788,VND-04669,SOC 2 Type II,COMPLIANT,2023-12-28,2024-08-14,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-ND9160
CMP-013789,VND-04097,SOC 2 Type II,PENDING,2020-05-29,2022-03-13,Jennifer Zamora,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-XQ3102
CMP-013790,VND-04369,ISO 9001,COMPLIANT,2023-11-23,2024-11-30,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-UM1173
CMP-013791,VND-01427,SOC 2 Type II,COMPLIANT,2021-05-03,2022-12-28,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-LT7771
CMP-013792,VND-03478,PCI-DSS,COMPLIANT,2020-03-07,2021-08-27,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-UU9208
CMP-013793,VND-00272,GDPR,COMPLIANT,2022-03-23,2023-09-12,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-XA5459
CMP-013794,VND-04788,SOX,EXPIRED,2023-10-13,2022-05-26,Amy Dunn,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-CQ4181
CMP-013795,VND-02199,GDPR,COMPLIANT,2020-04-08,2021-12-04,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-IP7543
CMP-013796,VND-00046,ISO 27001,PENDING,2021-09-12,2023-08-28,RSM Risk Advisory,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-QM7098
CMP-013797,VND-01534,PCI-DSS,PENDING,2019-08-26,2020-07-16,Kelley Spirea,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-FK7832
CMP-013798,VND-01252,GDPR,EXPIRED,2021-03-29,2021-07-22,Kissy Sullivan,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-OC8009
CMP-013799,VND-00533,ISO 9001,EXPIRED,2020-05-02,2022-08-22,Jennifer Zamora,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-PX3803
CMP-013800,VND-02901,SOC 2 Type II,EXPIRED,2022-07-10,2021-08-30,Janet King,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-ML8371
CMP-013801,VND-00994,ISO 27001,COMPLIANT,2024-03-04,2025-09-19,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-SR7903
CMP-013802,VND-00914,ISO 27001,COMPLIANT,2021-08-15,2022-11-05,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-RN3225
CMP-013803,VND-04587,SOC 2 Type II,NON_COMPLIANT,2022-12-24,2024-06-01,Kissy Sullivan,Vendor failed data encryption requirements under framework section 7.2.,COMP-DOC-CB0491
CMP-013804,VND-04364,ISO 9001,COMPLIANT,2019-05-10,2020-12-26,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-QX8914
CMP-013805,VND-02936,ISO 9001,COMPLIANT,2022-04-06,2023-05-11,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-BQ5823
CMP-013806,VND-02347,ISO 9001,NON_COMPLIANT,2024-03-28,2026-02-17,Amy Dunn,Vendor failed data encryption requirements under framework section 7.2.,COMP-DOC-TV8606
CMP-013807,VND-00931,SOX,COMPLIANT,2021-12-01,2023-06-07,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-XK2772
CMP-013808,VND-01927,ISO 27001,COMPLIANT,2020-03-13,2020-12-09,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-SG4721
CMP-013809,VND-01477,SOC 2 Type II,COMPLIANT,2023-01-30,2024-07-06,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-ZO2702
CMP-013810,VND-02252,SOC 2 Type II,COMPLIANT,2021-04-27,2023-01-21,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-PI2957
CMP-013811,VND-03786,ISO 27001,COMPLIANT,2022-12-08,2024-09-27,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-NB8655
CMP-013812,VND-04980,ISO 27001,COMPLIANT,2023-11-14,2025-06-13,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-HV2767
CMP-013813,VND-00857,SOC 2 Type II,COMPLIANT,2023-09-28,2024-10-12,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-DJ6858
CMP-013814,VND-03008,HIPAA,COMPLIANT,2022-06-25,2022-12-24,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-EJ4891
CMP-013815,VND-02552,ISO 9001,COMPLIANT,2023-08-04,2025-04-07,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-WF8645
CMP-013816,VND-03918,ISO 27001,COMPLIANT,2022-05-11,2023-12-03,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-RN8814
CMP-013817,VND-02755,PCI-DSS,PENDING,2021-10-19,2023-07-31,Internal Audit - Compliance,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-XJ1332
CMP-013818,VND-00331,PCI-DSS,COMPLIANT,2021-11-22,2023-08-25,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-OE2911
CMP-013819,VND-02785,GDPR,COMPLIANT,2021-12-16,2022-08-19,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-DW1073
CMP-013820,VND-02982,ISO 27001,COMPLIANT,2021-03-05,2023-01-09,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-GO5554
CMP-013821,VND-04948,GDPR,COMPLIANT,2020-12-18,2022-11-01,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-FG3981
CMP-013822,VND-03773,HIPAA,COMPLIANT,2020-05-27,2021-11-15,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-FT4642
CMP-013823,VND-02937,GDPR,COMPLIANT,2019-12-01,2021-09-16,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-IQ3974
CMP-013824,VND-00352,ISO 27001,COMPLIANT,2023-03-06,2023-10-06,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-JI5888
CMP-013825,VND-00498,PCI-DSS,COMPLIANT,2022-09-24,2023-12-24,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-QM7073
CMP-013826,VND-03192,HIPAA,NON_COMPLIANT,2021-09-13,2022-11-13,Webster Butler,Insufficient audit trail documentation for transaction processing.,COMP-DOC-II3272
CMP-013827,VND-00659,HIPAA,PENDING,2023-06-08,2025-05-23,Alex Sweetwater,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-QH0390
CMP-013828,VND-04578,GDPR,COMPLIANT,2019-10-11,2020-12-06,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-US7672
CMP-013829,VND-04689,ISO 27001,COMPLIANT,2021-01-04,2022-08-28,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-LK4917
CMP-013830,VND-01653,ISO 27001,NON_COMPLIANT,2019-01-30,2020-07-28,Board of Directors,Vendor failed data encryption requirements under framework section 7.2.,COMP-DOC-XV2803
CMP-013831,VND-03777,SOC 2 Type II,EXPIRED,2019-08-01,2023-04-26,Grant Thornton,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-ZI1458
CMP-013832,VND-00952,GDPR,COMPLIANT,2022-03-08,2023-09-06,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-QB4757
CMP-013833,VND-00276,CMMC,COMPLIANT,2024-04-25,2026-03-03,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-GY9616
